시도,시군구,시설명,주소,전화번호,팩스번호,홈페이지 주소,주차대수,공-사설 구분,허가면적,묘역면적,총매장능력,식당,매점,주차장,유족대기실,장애인편의시설
경기도,구리시,구리시공설묘지,경기도 구리시 산마루로 176-21 (사노동),031-550-2955,,,0,공설,2466,2466,25,미설치,미설치,미설치,미설치,미설치
경기도,양주시,구암리공설묘지,경기도 양주시 남면 구암리 산16,031-8082-7580,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,연천군,군남면공설묘지,경기도 연천군 군남면 선곡리 산193,031-839-2723,,,0,공설,9016,9016,178,미설치,미설치,미설치,미설치,미설치
경기도,포천시,군내면 제1공설묘지,경기도 포천시 군내면 구읍리 산2-1,031-538-4211,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,군내면 제2공설묘지,경기도 포천시 군내면 구읍리 131-14,031-538-4211,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,안성시,금광공설묘지,경기도 안성시 금광면 금광리 산29,031-678-2232,,,0,공설,1190,1190,81,미설치,미설치,미설치,미설치,미설치
경기도,포천시,금호동성당 천보묘원(묘지),경기도 포천시 화합로 116 (동교동),031-541-0098,,"kumho1.enk.co,kr",700,사설,225124,68100,8000,미설치,미설치,설치,미설치,미설치
경기도,양주시,길음동성당 묘원,경기도 양주시 장흥면 호국로785번길 18-96 (울대리),02-912-4611,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,김포시,김포공원법인묘지(대곶),경기도 김포시 대곶면 상마신기로 82-58 (상마리),031-987-2075,,,0,사설,65327,65327,120,미설치,미설치,설치,미설치,미설치
경기도,김포시,김포공원법인묘지(풍무),경기도 김포시 장릉로 75 (풍무동),031-984-5941,,,0,사설,110880,110880,3,미설치,미설치,설치,미설치,미설치
경기도,김포시,김포성당 매괴의모후 묘원,경기도 김포시 북변로 29-12 (북변동),031-983-8811,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,낙원공원 의정부묘원,경기도 포천시 소흘읍 무봉로 9-94 (무봉리),031-542-1058,,,150,사설,191505,191505,7370,미설치,미설치,설치,설치,미설치
경기도,파주시,낙원공원묘원,경기도 파주시 송화로 118 (야동동),031-941-6200,031-944-7322,www.nagwon.co.kr,350,사설,215444,215444,1100,미설치,미설치,설치,설치,미설치
경기도,여주시,남한강공원묘원,경기도 여주시 가남읍 송삼로 459-35 (금곡리),031-882-6689,,nhgpark.co.kr/,500,사설,324376,205903,11230,미설치,미설치,설치,미설치,미설치
경기도,고양시덕양구,내유동공설묘지(만장),경기도 고양시 덕양구 내유동  산82,031-8075-3305,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,내촌면 제2공설묘지,경기도 포천시 내촌면 진목리 산292,031-538-4261,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,내촌면 제3공설묘지,경기도 포천시 내촌면 마명리 산38,031-538-4261,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,내촌면 제4공설묘지,경기도 포천시 내촌면 신팔리 산167,031-538-4261,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,연천군,답곡리 공설묘지,경기도 연천군 신서면 답곡리 산269,031-839-2217,,,0,공설,15821,15821,1237,미설치,미설치,미설치,미설치,미설치
경기도,양주시,덕도리공설묘지,경기도 양주시 광적면 덕도리 산27,031-8082-7610,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양주시,도하리공설묘지,경기도 양주시 은현면 도하리 산47,031-8082-7550,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,파주시,돈암동성당 광탄추모공원,"경기도 파주시 광탄면 장지산로368번길 109 (분수리, 천주교서울대교구돈암동교회추모공원)",02-925-0098,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,파주시,동화경모공원(묘지),"경기도 파주시 탄현면 헤이리로 98 (법흥리, 동화경모공원)",031-945-3226,,donghwapark.co.kr/,0,사설,779925,779925,30130,설치,미설치,설치,미설치,미설치
경기도,양주시,두곡리공설묘지,경기도 양주시 남면 두곡리 산44,031-8082-7580,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양주시,마전동공설묘지,경기도 양주시 마전동 산3,031-8082-7714,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,남양주시,모란공원(묘지),경기도 남양주시 화도읍 경춘로2110번길 8-102 (월산리),031-594-6363,,,0,사설,103366,88456,13500,미설치,미설치,미설치,미설치,미설치
경기도,양평군,무궁화공원묘원,경기도 양평군 서종면 잠실2길 134 (도장리),031-771-1400,,www.gravepark.co.kr,200,사설,320727,192436,9500,설치,설치,설치,미설치,미설치
경기도,광주시,문형공설묘지(만장),경기도 광주시 문형동 산65,031-760-2844,,,0,공설,19736,5457,574,미설치,미설치,미설치,미설치,미설치
경기도,양주시,방성리공설묘지,경기도 양주시 백석읍 방성리 산41,031-8082-7510,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,고양시덕양구,백란공원묘원,경기도 고양시 덕양구 내유길131번길 123 (내유동),031-962-8391,,,30,사설,19240,7087,488,설치,미설치,설치,미설치,미설치
경기도,양평군,별그리다(THE HILL),"경기도 양평군 양동면 양동금곡1길 331 (삼산리, 양평공원묘원)",031-333-1111,031-774-4710,www.star4ever.com,1300,사설,496200,180491,13499,설치,미설치,설치,설치,설치
경기도,양주시,복지리 공설묘지,경기도 양주시 백석읍 복지리 산21,031-8082-7510,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양주시,봉양동공설묘지,경기도 양주시 봉양동 산87,031-8082-7750,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,가평군,북면공설묘지,경기도 가평군 북면 제령리 산78-3,031-580-4255,,,0,공설,41500,28265,2689,미설치,미설치,미설치,미설치,미설치
경기도,화성시,북양공설공원묘지,경기도 화성시 남양읍 북양리 산109-14,031-369-3157,,,0,공설,58536,14264,1128,미설치,미설치,설치,미설치,미설치
경기도,파주시,불광동성당 바다의별묘원,경기도 파주시 광탄면 신산리 산3-1,02-355-0545,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양주시,비암리공설묘지,경기도 양주시 광적면 비암리 산18,031-8082-7610,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,의정부시,산곡동공설묘지,경기도 의정부시 산곡동  산74,031-828-4194,,www.15774129.go.kr/portal/fnlfac/facList.do,10,공설,26836,26836,1986,미설치,미설치,미설치,미설치,미설치
경기도,파주시,삼각지성당 하늘묘원,"경기도 파주시 조리읍 정문로 126-101 (뇌조리, 천주교삼각지교회묘지관리실)",031-943-6489,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양주시,삼상리공설묘지,경기도 양주시 장흥면 삼상리 산34-1,031-8082-7634,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,광주시,삼성개발공원묘원(묘지),경기도 광주시 오포로 211-50 (능평동),031-766-4260,031-767-2483,www.elysium.co.kr/,40,사설,117792,117792,2949,미설치,미설치,설치,미설치,미설치
경기도,양주시,삼성공원묘원,경기도 양주시 평화로1261번길 328-50 (산북동),031-843-8444,,,0,사설,237337,237337,7760,미설치,설치,설치,미설치,미설치
경기도,양주시,삼하리공설묘지,경기도 양주시 장흥면 삼하리 산35,031-8082-7634,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,가평군,상면공설묘지,경기도 가평군 상면 연하리 산88-6,031-580-4170,,,0,공설,101157,63090,3850,미설치,미설치,설치,미설치,미설치
경기도,양주시,상수리공설묘지,경기도 양주시 남면 상수리 산21,031-8082-7580,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,화성시,상신공원묘지,경기도 화성시 향남읍 상신리 산96,031-369-3157,,,0,공설,1083527,1005969,41542,미설치,미설치,설치,미설치,미설치
경기도,파주시,서소문교회동산,경기도 파주시 조리읍 오산리 산5,02-755-4635,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,가평군,서울노회유지재단 법인묘지,"경기도 가평군 상면 물골길 393 (봉수리, 남부교회수양관)",02-763-7279,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양주시,석우리공설묘지,경기도 양주시 광적면 광적로156번길 27-6 (석우리),031-8082-7610,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,선단동공설묘지,경기도 포천시 원동교길 259 (동교동),031-538-4811,,,0,공설,10016,10016,347,미설치,미설치,미설치,미설치,미설치
경기도,안산시,선부동 공설묘지,경기도 안산시 단원구 선부동 산59,031-481-2834,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양주시,선암리공설묘지,경기도 양주시 은현면 선암리 산66-1,031-8082-7550,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,가평군,설악면공설묘지,경기도 가평군 설악면 선촌리 산50,031-580-4055,,,0,공설,16760,16760,1388,미설치,미설치,설치,미설치,설치
경기도,고양시일산동구,성석동공설묘지(만장),경기도 고양시 일산동구 성석동 973-23,031-8075-3305,,,0,공설,4860,4860,179,미설치,미설치,설치,미설치,미설치
경기도,포천시,소흘읍제2공설묘지,경기도 포천시 소흘읍 무림리 산41번지,031-538-4122,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,소흘읍제3공설묘지,경기도 포천시 소흘읍 고모리 산 99번지,031-538-4122,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,용인시,송전공설묘지,"경기도 용인시 처인구 이동읍 경기동로 793 (송전리, 용인시공설공원묘지)",031-329-3126,,,0,공설,893,893,120,미설치,미설치,설치,미설치,미설치
경기도,평택시,송탄공설묘지,경기도 평택시 가재동 산64-1,031-8024-6273,,,0,공설,10413,10413,115,미설치,미설치,설치,미설치,미설치
경기도,남양주시,수동공설묘지(만장),경기도 남양주시 수동면 운수리 400-1,031-590-4287,,,0,공설,12184,12184,0,미설치,미설치,미설치,미설치,미설치
경기도,파주시,신광교회 묘지,경기도 파주시 파주읍 백석리 산40-9,031-952-5306,,www.saebiti.org,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,남양주시,신당동성당 소화묘원,"경기도 남양주시 조안면 다산로 363 (능내리, 천주교신당동교회)",031-576-1461,,,0,사설,218745,218745,6900,미설치,미설치,설치,미설치,미설치
경기도,포천시,신북면 제1공설묘지,경기도 포천시 신북면 가채리 산3,031-538-4361,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,신북면 제2공설묘지,경기도 포천시 신북면 갈월리 산222,031-538-4361,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,신북면 제3공설묘지,경기도 포천시 신북면 삼성당리 산83,031-538-4361,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,신북면 제4공설묘지,경기도 포천시 신북면 고일리 산83,031-538-4361,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,신북면 제5공설묘지,경기도 포천시 신북면 삼정리 산181,031-538-4361,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,신북면 제6공설묘지,경기도 포천시 신북면 삼정리 산179,031-538-4361,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양주시,신산리공설묘지,경기도 양주시 남면 신산리 산13,031-8082-7580,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,연천군,신서면공설묘지,경기도 연천군 신서면 도신리 산37-1,031-839-2595,,,0,공설,16165,16165,479,미설치,미설치,미설치,미설치,미설치
경기도,양주시,신세계공원,경기도 양주시 장흥면 권율로29번길 170 (일영리),031-855-1241,,,0,사설,4562,4562,133,미설치,미설치,설치,미설치,미설치
경기도,양주시,신암리공설묘지,경기도 양주시 남면 신암리 산69,031-8082-7580,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,광주시,신월공설묘지(만장),경기도 광주시 초월읍 신월리 산68,031-760-2844,031-760-1438,,0,공설,25488,7709,1113,미설치,미설치,미설치,미설치,미설치
경기도,여주시,신지리 공동묘지,경기도 여주시 세종대왕면 신지리 706-3,031-887-2263,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,파주시,신현교회 묘지,경기도 파주시 탄현면 축현리 산53-1,02-312-2114,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,안성시,안성시공설공원묘지(사곡동),경기도 안성시 안성맞춤대로 1423-19 (사곡동),031-675-3766,,,0,공설,40780,40780,1892,미설치,미설치,설치,미설치,미설치
경기도,안양시,안양시안산공설묘지(만장),경기도 안산시 단원구 화정동 산116-1,,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,안양시,안양시청계공설묘지(만장),경기도 의왕시 청계동 산8-5,031-421-9165,,,0,공설,359178,359178,5000,미설치,미설치,설치,미설치,미설치
경기도,평택시,안중공설묘지,경기도 평택시 안중읍 학현리 산12-1,031-8024-8526,,,0,공설,20589,20589,1768,미설치,미설치,설치,미설치,미설치
경기도,동두천시,안흥동공설묘지(만장),경기도 동두천시 안흥동 산62,031-860-2218,,,0,공설,8227,8227,300,미설치,미설치,설치,미설치,미설치
경기도,김포시,양택공원묘지(봉안묘),"경기도 김포시 하성면 애기봉로681번길 87-30 (양택리, 양택공원묘지)",031-980-5362,,,0,공설,25938,19638,847,미설치,미설치,설치,미설치,미설치
경기도,양평군,양평군공설공원묘지,"경기도 양평군 양평읍 중앙로111번길 54 (공흥리, 쉼터공원관리사무실)",031-770-3027,,,0,공설,39174,39174,3295,미설치,미설치,설치,미설치,미설치
경기도,양주시,어둔동공설묘지,경기도 양주시 어둔동 산102,031-8082-7714,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,연천군,연천읍공설묘지,경기도 연천군 연천읍 현가리 산16-1,031-839-2721,,,0,공설,2885,2826,285,미설치,미설치,미설치,미설치,미설치
경기도,포천시,영북면 제1공설묘지,경기도 포천시 영북면 운천리 산25,031-538-4611,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,영북면 제2공설묘지,경기도 포천시 영북면 자일리 산7,031-538-4611,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,영중면 제1공설묘지,경기도 포천시 영중면 금주리 산180,031-538-4461,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,영중면 제2공설묘지,경기도 포천시 영중면 거사리 산151,031-538-4461,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,동두천시,예래원(묘지),경기도 동두천시 탑신로 668 (탑동동),031-867-8707,,www.erehwon.or.kr,200,사설,192300,17443,4504,설치,설치,설치,설치,설치
경기도,오산시,오산시공설공원묘지,경기도 오산시 가장동 산72-2,031-370-3226,,,0,공설,839612,159075,25000,미설치,미설치,미설치,미설치,미설치
경기도,안산시단원구,와동꽃빛공원(공설묘지),경기도 안산시 단원구 순환로 390 (와동),031-481-3359,,,0,공설,4086,4086,6682,설치,설치,설치,미설치,미설치
경기도,의왕시,용산성당 청계묘원,경기도 의왕시 학의동 산12-1,02-713-7508,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양주시,용암리공설묘지,경기도 양주시 은현면 용암리 산65-1,031-8082-7550,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양주시,우고리공설묘지,경기도 양주시 광적면 우고리 산1,031-8082-7610,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,안성시,우성공원묘원,"경기도 안성시 일죽면 화곡길 158 (화곡리, 우성공원묘원)",031-672-5008,,www.wspark.co.kr,0,사설,295600,292356,8957,미설치,미설치,설치,미설치,미설치
경기도,양주시,운경공원묘원,경기도 양주시 장흥면 호국로709번길 93-60 (울대리),031-826-4821,031-826-4821,,0,사설,132198,111828,8360,설치,미설치,설치,설치,미설치
경기도,파주시,월롱면공설묘지,경기도 파주시 월롱면 덕은리 169-3,031-940-8065,,,0,공설,13805,13805,822,미설치,미설치,설치,미설치,미설치
경기도,양주시,유양동공설묘지,경기도 양주시 유양동 산99,031-8082-7714,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,파주시,은광교회 묘지,경기도 파주시 조리읍 오산리 273-7,02-383-2111,,,0,사설,0,0,588,미설치,미설치,미설치,미설치,미설치
경기도,의정부시,의정부시공설묘지,경기도 양주시 광적면 석우리 산19,031-828-4194,,www.15774129.go.kr/portal/fnlfac/facList.do,30,공설,17415,17415,1197,미설치,미설치,설치,미설치,미설치
경기도,가평군,이곡리 공설묘지,경기도 가평군 북면 이곡리 산7,031-580-2477,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,의왕시,이동공설묘지(만장),경기도 의왕시 이동 산57,031-345-2833,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,이천시,이천시대월공설공원묘지(만장),경기도 이천시 대월면 초지리 산107-1,031-644-8611,,,0,공설,11702,11702,260,설치,설치,설치,설치,미설치
경기도,이천시,이천시백사공설공원묘지,경기도 이천시 백사면 지읍로53번길 159 (조읍리),031-637-7501,,,0,공설,4959,4959,110,설치,설치,설치,설치,미설치
경기도,이천시,이천시설성공설공원묘지,경기도 이천시 설성면 수산리 82-2,031-644-8669,,,0,공설,1884,1884,41,설치,설치,설치,설치,미설치
경기도,이천시,이천시장호원공설공원묘지(만장),경기도 이천시 장호원읍 방추리 산64-7,031-644-8411,,,0,공설,2678,2678,59,설치,설치,설치,설치,미설치
경기도,포천시,일동면 공설묘지,경기도 포천시 일동면 사직리 산141,031-538-4511,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양주시,입암리공설묘지,경기도 양주시 남면 입암리 352-11,031-8082-7580,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,의정부시,자일동공설묘지,경기도 의정부시 호국로1694번길 30-70 (자일동),031-828-4194,,www.15774129.go.kr/portal/fnlfac/facList.do,10,공설,28463,28463,2033,미설치,미설치,미설치,미설치,미설치
경기도,포천시,재림공원묘원,경기도 포천시 소흘읍 송우로 101-16 (송우리),031-542-1081,,,250,사설,178067,133550,5980,설치,미설치,설치,미설치,미설치
경기도,연천군,전곡읍공설묘지,경기도 연천군 전곡읍 고능리 산21-1,031-839-2586,,,0,공설,4860,4860,108,미설치,미설치,설치,미설치,미설치
경기도,포천시,전농동성당 평화묘원,경기도 포천시 화현면 영일로368번길 66 (지현리),031-532-9723,,,500,사설,0,0,0,설치,미설치,설치,설치,설치
경기도,여주시,점봉동 공원묘지,경기도 여주시 점봉동 산11-3,031-887-3771,,,0,공설,5752,5752,127,미설치,미설치,설치,미설치,미설치
경기도,시흥시,정왕공설묘지,경기도 시흥시 정왕동 산2-1,031-310-2265,,,0,공설,83029,83029,500,미설치,미설치,설치,미설치,미설치
경기도,용인시수지구,정자공원묘원,경기도 용인시 수지구 대지로 313 (죽전동),031-264-8481,,,0,사설,2281,2281,50,미설치,미설치,설치,미설치,미설치
경기도,연천군,정주동산,경기도 연천군 청산면 긴여울길 165-20 (장탄리),02-982-1135,,,0,사설,136165,136165,3025,미설치,미설치,설치,미설치,미설치
경기도,파주시,종로성당 나자렛묘원,경기도 파주시 광탄면 혜음로 1276-25 (신산리),031-947-0173,031-947-0173,www.jongnocc.com,150,사설,288387,288387,10000,미설치,미설치,설치,미설치,미설치
경기도,파주시,중림동성당묘원,"경기도 파주시 광탄면 혜음로 818-39 (분수리, 천주교중림공동묘지관리실)",031-947-0430,,,0,사설,0,0,4000,미설치,미설치,미설치,미설치,미설치
경기도,포천시,창수면 제1공설묘지,경기도 포천시 창수면 추동리 산20,031-538-4411,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,창수면 제2공설묘지,경기도 포천시 창수면 주원리 산128,031-538-4411,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,창수면 제3공설묘지,경기도 포천시 창수면 가양리 산208,031-538-4411,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,여주시,처리공원묘지,경기도 여주시 점동면 처리 산6,031-887-3816,,,0,공설,30485,30485,847,미설치,미설치,미설치,미설치,미설치
경기도,포천시,천도교 무봉공원,경기도 포천시 소흘읍 무봉리 산141-1  ,02-732-3956,,,0,사설,72794,72794,1454,미설치,미설치,미설치,미설치,미설치
경기도,안성시,천주교안성추모공원(묘원),경기도 안성시 보개면 보삼로 319-34 (북가현리),031-672-4276,031-673-9902,www.ampark.co.kr/index.php,0,사설,292386,213280,14337,설치,설치,설치,미설치,미설치
경기도,용인시처인구,천주교용인공원묘원,"경기도 용인시 처인구 모현읍 오산로 154-62 (오산리, 천주교공원묘지)",031-334-0807,031-334-0854,yi.catholic.or.kr,0,사설,3820,3820,480,설치,미설치,설치,설치,설치
경기도,포천시,천주교혜화동성당 포천묘원,경기도 포천시 소흘읍 윗용상길 68 (이동교리),031-542-1410,,,150,사설,891000,44550,8000,미설치,미설치,설치,미설치,미설치
경기도,양주시,청량리성당 다볼산묘원,경기도 양주시 산북동 산73,02-966-6761,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,평택시,청북공설묘지,경기도 평택시 청북면 청북로 457-6 (율북리),031-8024-8897,,,0,공설,8690,8690,2200,설치,미설치,설치,설치,설치
경기도,파주시,청암교회(청암동산),경기 파주시 조리읍 뇌조리 568-5,02-702-6761,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양주시,청파동성당 청파묘원,경기도 양주시 장흥면 호국로 8 (일영리),031-855-5660,,CPD.OR.KR,50,사설,0,0,0,미설치,미설치,설치,미설치,미설치
경기도,파주시,청파동성당 평화묘원,경기도 파주시 탄현면 월롱산로 503-66 (금승리),031-942-9475,,www.cpd.or.kr,150,사설,0,0,0,미설치,미설치,설치,설치,미설치
경기도,가평군,청평면공설묘지,경기도 가평군 가평읍 상색리 산64-3,031-580-4120,,,0,공설,47447,174500,2870,미설치,미설치,미설치,미설치,미설치
경기도,안성시,초동교회공원묘원,경기도 안성시 삼죽면 음촌길 36-77 (배태리),031-672-4049,,,0,사설,446204,400025,30000,설치,미설치,설치,설치,미설치
경기도,김포시,초원지공설묘지,경기도 김포시 대곶면 초원지리 산14,031-980-5338,,,0,공설,141818,141818,7600,미설치,미설치,미설치,미설치,미설치
경기도,파주시,최자실기도원 공원묘지,경기도 파주시 조리읍 오산리 산86,031-947-0091,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,광주시,충현동산,경기도 광주시 용샘길 115-25 (목현동),031-764-9617,,www.충현교회.net,100,사설,115042,0,4747,설치,미설치,설치,설치,설치
경기도,파주시,탄현공설묘지,경기도 파주시 탄현면 금승리 산22,031-940-8085,,,0,공설,0,16699,650,미설치,미설치,설치,미설치,미설치
경기도,파주시,통일촌공설묘지,경기도 파주시 군내면 백연리 산27,031-940-8246,,,0,공설,0,80722,5128,미설치,미설치,설치,미설치,미설치
경기도,파주시,파주하늘나라공원,"경기도 파주시 탄현면 방촌로 581-75 (축현리, 하늘나라공원)",031-942-9018,,www.하늘나라공원.com,0,사설,19834,19834,1235,미설치,미설치,설치,미설치,미설치
경기도,파주시,파평공설묘지,경기도 파주시 파평면 율곡리 산5-3,031-940-8165,,,0,공설,0,8743,766,미설치,미설치,설치,미설치,미설치
경기도,김포시,포내공설묘지,경기도 김포시 월곶면 포내리 산36,031-980-5347,,,0,공설,10643,9046,339,미설치,미설치,미설치,미설치,미설치
경기도,안산시,하늘공원(부곡동공설공원묘지),경기도 안산시 상록구 수인로 1824 (부곡동),031-481-3257,,,0,공설,0,8264,495,미설치,미설치,설치,미설치,미설치
경기도,여주시,하다리공설공원묘지,경기도 여주시 흥천면 하다리 78-3,031-887-3884,,,0,공설,4363,4363,220,미설치,미설치,미설치,미설치,미설치
경기도,양주시,하패리공설묘지,경기도 양주시 은현면 하패리 산77,031-8082-7550,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,의왕시,학의동공설묘지(만장),경기도 의왕시 학의동 산14,031-345-2833,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양주시,한산리공설묘지,경기도 양주시 남면 한산리 220,031-8082-7580,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,파주시,해방교회공원묘원,경기도 파주시 월롱면 도내리 산30-1,02-793-8830,,,0,사설,12716,12716,1086,미설치,미설치,설치,설치,미설치
경기도,여주시,현수리공원묘지,경기도 여주시 점동면 소피아그린길 62 (현수리),031-887-2264,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,파주시,화교화원,경기도 파주시 광탄면 샘말길 102 (용미리),031-942-0451,,,300,사설,0,97290,300,미설치,미설치,설치,미설치,미설치
경기도,남양주시,화도공설묘지(만장),경기도 남양주시 화도읍 묵현리 산151,031-590-4287,,,0,공설,476,476,0,미설치,미설치,미설치,미설치,미설치
경기도,포천시,화현면공설묘지,경기도 포천시 화현면 지현리 산24,031-538-3836,,,0,공설,9904,690,4951,미설치,설치,설치,미설치,미설치
경기도,양주시,황방리공설묘지,경기도 양주시 남면 황방리 산8,031-8082-7580,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경기도,양주시,회정동공설묘지,경기도 양주시 회정동 산13,031-8082-7750,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
강원특별자치도,춘천시,(재)경춘공원묘원,강원특별자치도 춘천시 서면 노동길 181 (안보리),033-263-7300,,www.gyoungchun.com/,500,사설,557045,418263,18350,설치,설치,설치,미설치,미설치
강원특별자치도,원주시,(재)원주공원묘원,강원특별자치도 원주시 귀래면 귀문로 599 (귀래리),033-765-0165,,,0,사설,150081,0,9000,미설치,미설치,미설치,미설치,미설치
강원특별자치도,춘천시,(주)광림공원 동산공원묘원(묘지),"강원특별자치도 춘천시 동산면 종자리로 331-50 (군자리, 춘천시공설묘원)",033-263-9446,,www.dongsanpark.co.kr,0,사설,433900,239300,8375,설치,설치,설치,설치,설치
강원특별자치도,강릉시,강릉공원묘원(묘지),강원특별자치도 강릉시 사천면 청솔공원길 400 (석교리),033-644-0533,033-644-1027,,0,사설,210273,210273,50000,미설치,미설치,설치,미설치,미설치
강원특별자치도,고성군,고성군 공설묘원,강원특별자치도 고성군 죽왕면 공설묘원길 9 (가진리),033-680-4373,,,0,공설,0,15,1501,설치,미설치,설치,설치,미설치
강원특별자치도,고성군,고성군공설묘지,강원특별자치도 고성군 죽왕면 공설묘원길 32 (가진리),033-682-4448,033-680-3168,,0,공설,13422,13422,13587,미설치,미설치,미설치,미설치,미설치
강원특별자치도,영월군,대야리공설묘지,강원특별자치도 영월군 김삿갓면 대야리 산56,033-370-2315,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
강원특별자치도,동해시,동해시하늘정원묘지,"강원특별자치도 동해시 강원남부로 4589 (단봉동, 동해시하늘정원)",033-530-2796,033-530-2735,,0,공설,240383,240383,12903,미설치,미설치,설치,미설치,미설치
강원특별자치도,철원군,목련공원묘원,"강원특별자치도 철원군 서면 싸리골길 133 (자등리, 목련공원)",033-458-4444,,www.mrmpark.co.kr,200,사설,340000,152000,15000,미설치,설치,설치,미설치,미설치
강원특별자치도,영월군,물미묘원,강원특별자치도 영월군 주천면 솔치로 240-120 (신일리),033-370-2823,,,0,공설,66998,6687,2444,미설치,설치,설치,미설치,미설치
