지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
115,울릉도,2015-12-31,3.6,2.5,1410,4.9,400,7.17,,,,,6.7,14.1,160,720,8.6,290,1303,3.7,3217,320,-1,53,555,72.3,5.7,999.3,1030.6,2117,1023.5,459,1027,9.6,2.5,,,,,,,,,8.1,6.4,2.5,-1.2,3.3,3.8,4.2,4.5,4.8,8.6,11.6,14.9,15.1,,.2,5.8,{비}0130-0205. {진눈깨비}0355-0430. {진눈깨비}0550-{진눈깨비}{강도0}0600-{비}0630-0740. {비}0950-{소나기}1020-{소나기}/ {우박}(d 0.8)1025-{소나기}1040-{싸락우박}1058-{비}1105-1130. {비}1155-{비}{강도0}1200-1320. {비}1350-{싸락우박}1355-{비}1405-{진눈깨비}1430-{비}1440-1455.,
119,수원,2015-12-27,-4,-7.4,753,.5,1443,,,,,,,5.8,250,1353,3.5,250,1655,2.2,1893,320,-16.2,23,1453,39,1.8,1026.4,1033.5,2233,1026.1,1,1030.8,9.6,9,1200,1.5,8.64,,,,,,0,0,-3.4,-8,,,,,,,,,,,1.5,,,
119,수원,2015-12-28,-4.2,-8.8,748,1.4,1455,,,,,,,6.8,270,1334,3.8,290,1422,1.6,1382,290,-15.9,21,1521,41.6,1.8,1029.3,1034.8,1047,1032.8,1440,1033.7,9.6,8.7,1200,1.48,8.39,,,,,,.1,.1,-4,-10.1,,,,,,,,,,,1.3,,,
119,수원,2015-12-29,-2.7,-9.3,443,3.7,1415,,,,,,,3.6,200,1451,2.3,180,952,1,843,180,-10.3,36,1243,57,2.8,1029.3,1035.7,1029,1032.3,1506,1033.7,9.6,7.4,1300,1.28,6.91,,,,,,3.8,2,-3.4,-10.6,,,,,,,,,,,1.4,,{연무}0745-{연무}{강도0}0900-0955. {햇무리}1035-1140.,
119,수원,2015-12-30,1.5,-3.4,209,6,1255,5.08,,,,,3.3,6.9,200,1703,4.1,180,1703,1.7,1482,70,-3.7,47,1148,70.9,4.9,1024.8,1032.5,1,1026.5,1644,1029.2,9.6,4.9,1200,1.29,5.97,,,,,,7,4.9,-.9,-5.9,,,,,,,,,,,.9,3.3,{진눈깨비}1635-{진눈깨비}{강도0}1800-{비}1910-{진눈깨비}2035-{진눈깨비}{강도0}2100-2120. {진눈깨비}2235-2255. {박무}1710-{박무}{강도0}1800-{박무}{강도1}2100-{박무}{강도1}2400-,
119,수원,2015-12-31,1.3,-2.6,2317,5.8,1404,,,,,,,5.3,290,447,3,320,451,1.4,1251,290,-1.2,58,1418,85.3,5.6,1026.9,1034,2312,1026.9,53,1031.2,9.6,5.4,1100,1.11,5.52,,,,,,4.4,4.4,-.2,-4.9,,,,,,,,,,,.8,,-{박무}-{박무}{강도2}0300-{시정(미만)}{1km}{안개}0315-{시정(이상)}{1km}{박무}0340-{박무}{강도0}0600-{박무}{강도0}0900-1120. {연무}1315-{연무}{강도0}1500-{연무}{강도0}1800-1910. {박무}1905-{박무}{강도0}2100-{박무}{강도1}2400-,.42
121,영월,2015-12-27,-2.3,-6.8,2400,2.5,1351,,,,,,,4.7,270,1356,2.8,270,1405,.9,757,270,-10.5,24,1358,58.5,3,998.2,1032.5,2334,1023.8,1,1028.7,9.6,8.6,,,,,,,,,,,-4.2,-6.4,,,,,,,,,,,,,,
121,영월,2015-12-28,-5.7,-10.9,809,.3,1432,,,,,,,8.4,270,1439,5.1,270,1534,1.3,1154,270,-17.5,6,1438,48.6,1.7,1001.6,1034.7,2355,1029.9,1418,1032.7,9.6,8.6,,,,,,,,,,,-7.4,-8.4,,,,,,,,,,,,,,
121,영월,2015-12-29,-5.9,-12.6,723,1.5,1522,,,,,,,3.2,270,1532,2.3,250,1535,.6,558,270,-13.6,24,1531,58.1,2.2,1003.1,1036.8,733,1031.7,1436,1034.3,9.6,8.6,,,,,,,,,,,-7.4,-8.7,,,,,,,,,,,,,,
121,영월,2015-12-30,-2.5,-10.3,739,6.2,1443,,,,,,1.1,2.5,250,2048,1.5,270,2119,.5,436,110,-8.3,32,1524,68.8,3.4,999.8,1034.6,757,1026.5,1642,1030.5,9.7,8.6,,,,,,,,,,,-2.3,-6.9,,,,,,,,,,,,,,
121,영월,2015-12-31,1,-2.7,2358,4.7,1427,,,,,,0,5.5,270,1326,3.5,270,1400,.9,746,270,-1.7,56,1428,83.9,5.4,1000.1,1034,2302,1027.4,338,1030.4,9.6,2.4,,,,,,,,,,,-.6,-3,,,,,,,,,,,,,,
127,충주,2015-12-27,-3.3,-8.5,2347,1.7,1425,,,,,,,5.5,250,1523,3.1,270,1601,1.5,1275,270,-13.7,21,1623,48.1,2.2,1015.2,1033.4,2331,1024.8,22,1030,9.6,7,,,,,,,,,,,.8,-10.1,,,,,,,,,,,,,,
127,충주,2015-12-28,-6.4,-11,708,.1,1522,,,,,,,8.5,270,1436,5,270,1419,1.6,1370,110,-16.9,18,1514,47.1,1.7,1018.6,1035.1,2323,1032.2,1353,1033.6,9.7,7.4,,,,,,,,,,,-1.7,-12,,,,,,,,,,,,,,
127,충주,2015-12-29,-5.5,-11.8,750,2.1,1452,,,,,,,3.2,20,1528,1.9,90,33,.8,677,90,-13,26,1229,58.6,2.3,1019.3,1036.3,907,1032.6,1548,1034.3,9.6,6.1,,,,,,,,,,,-1.6,-13.1,,,,,,,,,,,,,,
127,충주,2015-12-30,-1.7,-9,709,7.4,1425,,,,,,.1,5.6,250,1932,3,230,2005,.8,670,110,-7.2,31,1426,69.6,3.7,1015.3,1033.7,1,1026.9,1544,1030.1,9.7,6.9,,,,,,,,.5,,,-.7,-10.5,,,,,,,,,,,,,,
127,충주,2015-12-31,.6,-3.6,2334,4,1407,,,,,,0,4.3,20,1207,2.6,20,1158,.7,586,90,-2,63,1538,82.8,5.3,1016.4,1034.5,2323,1027.2,117,1031.1,9.7,1.3,,,,,,,,,,,.7,-6.4,,,,,,,,,,,,,,
129,서산,2015-12-27,-3.6,-7.6,2340,.1,5,,,,,,,7.4,290,1131,5.2,290,1320,2.1,1834,360,-8.2,54,1501,71,3.3,1027.8,1034.2,2337,1026.8,1,1031.5,9.7,9,1200,1.4,8.12,,,,,,0,0,-.5,-9.5,,,,,,,,,,,1.4,,,
129,서산,2015-12-28,-2.3,-7.7,2,1.6,1428,.12,,,,,0,9.6,320,1204,5.7,320,1235,1.8,1572,50,-7.2,37,1247,70.6,3.6,1030.3,1035.2,1051,1033,511,1034.1,9.7,7,1200,1.44,7.15,,,,,,5,5,.3,-9.5,,,,,,,,,,,1.2,0,{눈}0950-0957. {박무}2205-{박무}{강도0}2400-,
129,서산,2015-12-29,-2.1,-7.8,739,3.8,1413,,,,,,,3.6,250,1249,2.6,230,1457,.9,802,50,-5.1,60,1342,80.6,4.3,1030.1,1035.5,321,1032.2,2030,1033.8,9.7,6,1100,1.27,6.47,,,,,,3.4,2.4,-.6,-9.4,,,,,,,,,,,.8,,-{박무}-{박무}{강도0}0300-0340. {박무}2120-{박무}{강도0}2400-,
129,서산,2015-12-30,.8,-4.8,749,6,1150,5.13,,,,,2.9,7.5,200,1710,4.9,160,1503,1.6,1375,180,-.9,61,1212,89.8,5.8,1025.5,1032.5,1,1026.7,1601,1029.2,9.7,4.5,1100,.97,5.26,,,,,,4.9,3.8,.6,-7.6,,,,,,,,,,,.3,2.9,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-1050. {박무}1910-{박무}{강도2}2100-{시정(미만)}{1km}{낮은안개}2350-{낮은안개}{강도0}2400- {비}1255-1310. {비}1550-{진눈깨비}1750-{진눈깨비}{강도0}1800-{비}1825-1948. {비}2115-2150. {비}2220-2240.,.17
129,서산,2015-12-31,1,-3.2,2359,5.7,1242,,,,,,,8.1,320,1451,5.1,290,1319,1.5,1284,320,-.9,63,1251,87.8,5.7,1028.2,1034.5,2229,1027.6,31,1031.9,9.7,7.4,1200,1.32,6.63,,,,,,3.4,3.4,1.9,-7.5,,,,,,,,,,,.8,,-{낮은안개}-{안개}0040-{시정(이상)}{1km}{박무}0140-{박무}{강도2}0300-{박무}{강도1}0600-0810. {박무}1740-{박무}{강도0}1800-{박무}{강도1}2100-{박무}{강도1}2400-,1.67
130,울진,2015-12-27,.3,-4,2301,4.4,1549,,,,,,,9.9,340,111,6,320,113,3.1,2714,270,-5.5,40,2352,65.5,4.1,1020.9,1029.4,2005,1022.7,1,1027.3,9.6,7.4,,,,,,,,,,,1.1,-10.1,,,,,,,,,,,,,,
130,울진,2015-12-28,-.8,-5.8,314,4.8,1425,,,,,,,10.1,230,1149,4.8,230,1150,2.9,2514,250,-20.2,11,1442,23.6,1.3,1022.2,1031.2,2345,1026.6,1415,1028.6,9.7,8.7,,,,,,,,,,,-.9,-12.1,,,,,,,,,,,,,,
130,울진,2015-12-29,1,-4.4,717,8.3,1257,,,,,,,8.2,230,408,4.2,230,427,2.6,2241,250,-19,12,1218,21.9,1.4,1023.8,1031.5,938,1028.3,1349,1030.2,9.7,8.6,,,,,,,,,,,-.5,-8.6,,,,,,,,,,,,,,
130,울진,2015-12-30,2.5,-3.6,405,9,1532,,,,,,,8.2,250,2356,3.8,250,2359,2.3,1954,270,-8.1,27,1539,45.8,3.4,1022.2,1031.1,247,1026.1,2350,1028.6,9.7,8.3,,,,,,,,,,,.9,-7.6,,,,,,,,,,,,,,
130,울진,2015-12-31,4.1,.2,637,8.9,1210,,,,,,,12,360,1406,7,340,1403,3.1,2664,250,-3.5,37,1211,58.6,4.8,1022,1031,2038,1025.2,207,1028.3,9.7,8,,,,,,,,,,,2,-3.8,,,,,,,,,,,,,,
131,청주,2015-12-27,-2.9,-5.1,2347,.9,1,,,,,,,5.9,360,313,3.2,320,1600,1.7,1458,290,-14.7,23,1459,40.6,2,1022.6,1033.1,2400,1024.7,6,1030,9.7,8.8,1200,1.76,10.17,,,,,,0,0,-2.1,-8.4,,,,,,,,,,,1.8,,-{연무}-0050.,
131,청주,2015-12-28,-3.3,-6.7,515,.4,1602,,,,,,,8.2,360,1436,3.8,320,1223,1.4,1193,270,-16.1,20,1618,36.5,1.8,1025.9,1034.3,1002,1032.4,1508,1033.3,9.7,7.9,1200,1.74,9.31,,,,,,2.1,2.1,-2.8,-10.1,,,,,,,,,,,1.3,,,
131,청주,2015-12-29,-2.5,-8,650,2.6,1518,,,,,,,3.5,140,1320,2,110,1328,.8,687,340,-12.6,29,1142,47.3,2.4,1026,1035.5,935,1031.9,2106,1033.4,9.7,7.7,1300,1.52,8.25,,,,,,3,1.6,-2.2,-10.8,,,,,,,,,,,1.2,,,
131,청주,2015-12-30,1,-5.3,516,6.9,1423,3.5,,,,,.6,5.1,230,1857,2.3,250,1456,1.1,926,360,-6.4,32,1424,61,4,1022,1032.5,9,1026.5,1733,1029.2,9.7,7.6,1200,1.62,8.58,,,,,,4.3,2.8,-.4,-7.8,,,,,,,,,,,1.1,.6,{연무}0520-{연무}{강도0}0600-{연무}{강도0}0900-1020. {박무}2010-{박무}{강도0}2100-{박무}{강도0}2400- {이슬비}1815-{비}1910-{비}{강도0}2100-2145.,
131,청주,2015-12-31,2,-1.2,2334,4.6,1454,,,,,,,6.5,290,1013,2.9,290,1536,1.2,995,290,-2.9,43,1540,72.3,5,1023.6,1034,2312,1026.8,59,1030.8,9.7,4.4,1200,1.55,5.32,,,,,,4,4,1.2,-6.1,,,,,,,,,,,.8,,-{박무}-{박무}{강도1}0300-{박무}{강도2}0600-{박무}{강도1}0900-1130. {연무}1120-{연무}{강도0}1200-{연무}{강도0}1500-1620. {연무}1820-{연무}{강도0}2100-2312. {박무}2307-{박무}{강도0}2400-,
133,대전,2015-12-27,-2,-5.7,2252,3.2,1502,,,,,,,5.9,360,1706,3.4,360,1644,1.3,1140,340,-11.1,25,1346,52,2.7,1021.4,1033.5,2304,1025.1,11,1030.2,9.7,8.9,1200,2.1,12.03,,,,,,0,0,.5,-12.5,1.8,2,3.3,4.3,6.9,9.5,12,16.3,17.7,,1.5,,-{연무}-{연무}{강도0}0300-0325.,
133,대전,2015-12-28,-3.2,-7.6,536,2,1431,,,,,,,7.8,340,1440,4.3,320,1444,1.2,1034,340,-10.4,31,1546,59.4,2.8,1024.9,1034.8,951,1032.8,1415,1033.9,9.7,7.5,1200,2.07,11.12,,,,,,2.5,2.5,-1.2,-13,.3,.9,2.1,3.3,6.4,9.3,11.9,16.2,17.7,,1.3,,,
133,대전,2015-12-29,-1.3,-7.2,718,5.4,1441,,,,,,,3.9,180,1221,2.4,160,1238,.9,788,320,-7.9,39,1418,63.4,3.4,1024.9,1036,916,1032.2,1523,1033.8,9.7,7.7,1300,1.89,10.8,,,,,,2.9,1.5,-.5,-14.1,.2,.5,1.7,2.8,5.8,9,11.8,16.1,17.7,,.7,,,
133,대전,2015-12-30,1.2,-4.9,710,8.1,1431,3.58,,,,,1.6,6.4,180,1947,3.6,180,1500,1.1,964,180,-3.2,40,1428,75.1,4.9,1021,1032.9,1,1027.2,1800,1029.7,9.7,7.6,1200,1.89,10.53,,,,,,4.6,2.1,.8,-11.3,1.2,.7,1.8,2.7,5.4,8.1,11.6,16,17.6,,.2,1.6,{박무}0240-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-1030. {연무}1640-{연무}{강도0}1800-1950. {박무}1945-{박무}{강도0}2100-{박무}{강도1}2400-  {비}1845-{비}{강도0}2100-2220.,
133,대전,2015-12-31,1.5,-1.9,2354,5.8,1407,,,,,,,6.6,340,1201,3.5,320,1134,1.1,960,340,-1.4,56,1409,82.5,5.5,1022.6,1034.5,2219,1027.4,111,1031.4,9.7,4.7,1300,1.83,7.19,,,,,,4,4,2.1,-9.4,2.5,2.3,2.8,3.2,5.3,7.9,11.5,15.9,17.6,,.8,,-{박무}-{박무}{강도1}0300-{박무}{강도2}0600-{박무}{강도1}0900-1145. {박무}1820-{박무}{강도0}2100-{박무}{강도1}2400-,
135,추풍령,2015-12-27,-2,-6,2350,1.7,1,,,,,,,9.8,270,1313,6.4,250,1058,3.8,3268,270,-16.6,10,1421,34.4,1.8,998,1032.8,2324,1024.3,9,1029.1,9.7,9,1200,1.94,11.31,,,,,,,,-1.2,-6.8,,,,,,,,,,,,,,
135,추풍령,2015-12-28,-3.8,-7.1,556,-.6,1521,,,,,,,13.7,270,1301,8.9,270,1256,5,4307,270,-13.3,25,1622,49.1,2.2,1001.3,1034.1,2343,1031.2,1403,1032.7,9.7,7.1,1200,1.92,9.88,,,,,,,,-2.9,-7.9,,,,,,,,,,,,,,
135,추풍령,2015-12-29,-2.6,-6.7,530,2.5,1531,,,,,,,10.2,270,903,7.4,270,856,3.6,3093,270,-10.6,30,1514,56.1,2.8,1002.2,1035.2,730,1031.5,1554,1033.4,9.7,8.6,1400,1.46,9.32,,,,,,,,-2.1,-9.6,,,,,,,,,,,,,,
135,추풍령,2015-12-30,-.7,-8.2,740,7.3,1432,,,,,,1.2,5.5,270,1548,3.5,270,1617,.9,767,20,-7,28,1307,67.6,3.7,999,1033.4,24,1026.8,1446,1029.9,9.7,8.3,1200,1.82,10.81,,,,,0,,,-1,-11.3,,,,,,,,,,,,,,
135,추풍령,2015-12-31,.6,-2.4,2307,2.9,1352,,,,,,.2,9.7,270,852,6.4,270,1210,3.1,2654,270,-3.1,53,1622,76.9,4.9,1000,1034.4,2300,1027.4,435,1030.9,9.7,1.9,1300,.93,4.6,,,,,,,,0,-4.6,,,,,,,,,,,,,,
136,안동,2015-12-27,-.9,-4.6,2353,3.5,1442,,,,,,,6.1,290,1530,4.1,270,1553,2.2,1925,290,-13.7,15,1548,41.1,2.3,1010.2,1031.6,2353,1023.4,15,1028,9.7,9,1200,1.83,10.58,,,,,,0,0,-2.6,-7.9,,,,,,,,,,,2.4,,-{연무}-{연무}{강도0}0300-{연무}{강도0}0600-{연무}{강도0}0900-0930.,
136,안동,2015-12-28,-3.7,-7.9,605,1.4,1435,,,,,,,10,270,1508,6,270,1304,2.6,2251,290,-19.1,14,1326,31.3,1.4,1013.5,1033.4,2338,1029.5,1339,1031.6,9.7,9.3,1200,1.89,11,,,,,,0,0,-5,-11.2,,,,,,,,,,,2.1,,,
136,안동,2015-12-29,-3.9,-11.4,619,4.1,1518,,,,,,,7,290,1526,4,290,1409,1.3,1110,270,-15.3,16,1513,44.6,1.9,1014.9,1035,741,1030.7,1507,1033,9.7,9.2,1300,1.66,9.8,,,,,,1.9,1.3,-5.6,-14.5,,,,,,,,,,,1.7,,{햇무리}1040-1220.,
136,안동,2015-12-30,-2,-10.1,624,6.5,1514,1.33,,,,,.3,3.2,320,2206,1.5,250,1227,.7,599,110,-9.2,31,1440,61,3.1,1012.1,1033.4,648,1027.2,1551,1030.1,9.7,9,1200,1.77,10.08,.7,2359,.7,2359,.7,2.3,1.8,-3.9,-12.9,,,,,,,,,,,1.2,.5,{눈}2155-2255. {눈}2340-{눈}{강도0}2400-,
136,안동,2015-12-31,.5,-3.9,2328,5.9,1500,.83,,,,,.2,7.3,290,1422,4.6,270,1306,1.4,1204,290,-3.6,46,1448,75.6,4.7,1012.4,1033.7,2259,1027.1,445,1030.2,9.7,6.4,1200,1.63,7.49,.5,59,1.2,59,.5,5.5,5,.1,-9.5,,,,,,,,,,,.5,,-{눈}-0050. {박무}0030-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도1}0900-{박무}{강도0}1200-1230. {연무}1230-1450. {연무}1730-{연무}{강도0}1800-{연무}{강도0}2100-2230. {박무}2220-{박무}{강도0}2400-,
137,상주,2015-12-27,-.5,-4.7,2353,3.5,1,,,,,,,9.1,290,322,5.3,270,324,3,2576,270,-15.3,13,1453,34.3,2,1016.5,1032.3,2338,1023.9,1,1028.8,9.7,8.7,,,,,,,,,,,.2,-7.2,,,,,,,,,,,,,,
137,상주,2015-12-28,-2.4,-5.5,636,1.5,1320,,,,,,,10.7,290,1617,5.7,270,1517,3.3,2840,270,-15.5,22,1619,36.8,1.9,1020,1033.9,2357,1030.8,1418,1032.4,9.7,8.6,,,,,,,,,,,-2,-7.6,,,,,,,,,,,,,,
137,상주,2015-12-29,-1,-5,703,4.9,1546,,,,,,,7.8,230,904,4.1,250,1010,1.9,1656,270,-12.4,25,1637,43.4,2.4,1020.7,1034.8,902,1031.3,1513,1033,9.7,8.5,,,,,,,,,,,-1.4,-9.2,,,,,,,,,,,,,,
137,상주,2015-12-30,-.9,-7.4,757,6.3,1434,,,,,,4.5,3,50,1236,1.5,50,1236,.7,613,70,-7.5,33,1601,63.8,3.5,1017.6,1032.9,805,1027.3,1609,1029.9,9.7,5.9,,,,,,,,,,,-.1,-10.5,,,,,,,,,,,,,,
137,상주,2015-12-31,1.1,-2.3,723,5.6,1310,,,,,,7,7.3,270,1055,4.7,270,1100,1.4,1212,270,-3.9,47,1441,71.3,4.6,1018.3,1034,2300,1027.2,429,1030.5,9.7,4.4,,,,,,,,,,,.8,-8.2,,,,,,,,,,,,,,
138,포항,2015-12-27,3.2,-.7,2346,7.6,1415,,,,,,,6.4,250,2353,4.1,270,2146,2,1707,250,-10.7,14,1315,39.1,3,1026.5,1030,2317,1022.6,1,1026.8,9.7,8.4,1200,1.55,8.77,,,,,,.1,0,3.1,-4.8,4.5,5.1,5.9,6.7,9.3,12.4,14.1,16.9,17.2,,3.1,,-{연무}-{연무}{강도0}0300-{연무}{강도0}0600-{연무}{강도0}0900-0930.,
138,포항,2015-12-28,-.3,-4,739,4,1434,,,,,,,9.4,270,1102,5.7,270,1211,3.5,3016,250,-18.8,16,1139,23.8,1.4,1029.5,1031.7,2359,1027.9,1426,1029.8,9.7,8.9,1200,1.61,9.28,,,,,,.1,0,.5,-6.3,2.4,3.2,4.6,5.6,8.9,12.2,14,16.8,17.1,,3.4,,,
138,포항,2015-12-29,1,-3.1,649,6.2,1516,,,,,,,8.1,250,803,5.3,250,1005,3.4,2898,250,-14.2,16,1507,32.9,2.1,1030.9,1032.6,721,1029.5,1346,1031.2,9.7,8.8,1200,1.49,8.74,,,,,,.4,0,1.1,-6.2,1.9,2.5,3.6,4.7,8.3,12.1,14,16.8,17.1,,3,,,
138,포항,2015-12-30,3.5,-.9,419,9.3,1413,,,,,,,6,250,929,4.1,250,932,2.1,1777,250,-7,33,1218,46.3,3.7,1028.4,1031.1,8,1026.9,1643,1028.7,9.7,8.7,1200,1.48,8.57,,,,,,.9,.9,3.2,-3.9,2.9,3.2,3.8,4.6,7.9,11.9,13.9,16.8,17.1,,2.6,,,
138,포항,2015-12-31,4.2,1,758,8.3,1413,,,,,,,7.5,290,1234,4.6,290,1226,2.5,2174,250,-4,41,1445,55.9,4.6,1028.7,1032.3,2311,1025.8,435,1029,9.8,8,1200,1.48,7.85,,,,,,2.1,2.1,4.4,-3.9,3.9,4.2,4.6,5.1,7.7,11.7,13.8,16.7,17.1,,2,,{연무}0920-1040. {연무}1835-{연무}{강도0}2100-{연무}{강도0}2400-,
140,군산,2015-12-27,-1.2,-4.2,2349,2.3,1,,,,,,,8.6,270,1438,6.1,270,1442,2.3,1955,320,-7.6,35,1229,62.6,3.5,1027.4,1033.7,2341,1025.5,1,1030.4,9.7,9.2,,,,,,,,,,,.5,-6.2,,,,,,,,,,,,,,
140,군산,2015-12-28,-1.5,-5.2,210,2.1,1429,,,,,,,7.9,320,1445,5.3,320,1446,1.4,1185,320,-6,55,1600,71.6,3.9,1030.6,1034.7,1041,1032.6,457,1033.6,9.7,6.5,,,,,,,,,,,.5,-7.2,,,,,,,,,,,,,,
140,군산,2015-12-29,-.5,-5.3,708,4.3,1431,,,,,,,4.9,90,1340,3.3,110,1401,.7,571,90,-4.1,58,1316,77.5,4.5,1030.5,1035.3,750,1032,2237,1033.5,9.7,7.2,,,,,,,,,,,.3,-7.3,,,,,,,,,,,,,,
140,군산,2015-12-30,2.4,-3.6,603,7.2,1508,,,,,,5,9.4,230,2007,5.5,230,2015,1.5,1310,140,-.8,56,1505,81.1,5.9,1026.2,1032.3,5,1026.7,1736,1029.1,9.8,5.4,,,,,,,,,,,1.9,-5.4,,,,,,,,,,,,,,
140,군산,2015-12-31,2.5,-1.2,2335,7,1427,,,,,,0,7.1,320,1435,5,320,1546,1.5,1257,320,.5,56,1514,87.9,6.4,1028.4,1034.1,2240,1027.2,103,1031.3,9.8,7.3,,,,,,,,,,,3,-3.4,,,,,,,,,,,,,,
143,대구,2015-12-27,2,-1.5,2346,5.4,1336,,,,,,,6.3,270,1322,3.9,290,1153,2.2,1912,290,-13.1,14,1515,35.4,2.5,1020.8,1030.5,2338,1022.5,1,1027,9.7,8.9,1200,1.9,10.88,,,,,,.3,0,2.4,-4.8,,,,,,,,,,,,,-{연무}-{연무}{강도0}0300-0520.,
143,대구,2015-12-28,-1.1,-4,532,2.8,1423,,,,,,,10.6,290,1536,6.5,290,1629,3.5,3060,270,-12.8,28,1534,41.4,2.3,1024.7,1032.6,2351,1029.2,1404,1031,9.7,9.2,1200,1.87,10.75,,,,,,0,0,-.5,-7.3,,,,,,,,,,,,,,
143,대구,2015-12-29,0,-3.6,414,5.1,1512,,,,,,,8.5,270,1548,5.7,270,1550,2.1,1773,270,-10.9,23,1400,46,2.7,1025.7,1033.8,959,1030.1,1438,1031.9,9.8,8.9,1100,1.61,10,,,,,,.9,.4,-.2,-10.1,,,,,,,,,,,,,,
143,대구,2015-12-30,.6,-5.6,659,8,1514,,,,,,,4.3,90,1159,2.2,270,1502,.6,534,110,-6.3,34,1524,62,3.8,1022.6,1031.7,751,1026.5,1547,1028.9,9.8,8.9,1200,1.72,9.84,,,,,,.8,.8,.3,-10.7,,,,,,,,,,,,,,
143,대구,2015-12-31,2,-1.2,2311,7,1445,,,,,,,8.7,290,1127,5.3,270,1307,1.7,1471,290,-3.8,48,1444,66.4,4.6,1023.3,1032.9,2346,1026.4,441,1029.5,9.8,6.5,1300,1.44,7.96,,,,,,2.8,2.8,2.4,-7.5,,,,,,,,,,,,,{박무}2210-{박무}{강도0}2400-,
146,전주,2015-12-27,-.8,-4.1,2350,3,1,,,,,,,6.6,320,1211,4.2,270,1635,2.3,1955,320,-8.7,32,1308,56.6,3.3,1022.2,1033.8,2357,1025,1,1030.1,9.7,9.1,1200,2.04,11.86,,,,,,.1,0,-.4,-11.6,,,,,,,,,,,1.8,,-{박무}-{박무}{강도0}0300-0325. {연무}0320-0410.,
146,전주,2015-12-28,-1,-4.8,337,2.5,1521,,,,,,,6.9,320,1402,3.9,320,1646,1.5,1325,20,-8.5,45,1628,56.8,3.2,1025.5,1034.4,2301,1032.3,1545,1033.4,9.8,5.5,1300,1.59,8.6,,,,,,4.6,4.6,-.9,-11.6,,,,,,,,,,,1.6,,,
146,전주,2015-12-29,-.2,-4.4,657,4.9,1512,,,,,,,4.1,50,1445,2.9,340,1709,1.4,1167,140,-6,44,1345,65.8,3.9,1025.5,1035.4,803,1031.8,1458,1033.4,9.8,7.4,1300,1.69,9.47,,,,,,1.6,.8,-.6,-11.3,,,,,,,,,,,2.2,,{연무}1950-{연무}{강도0}2100-{연무}{강도0}2400-,
146,전주,2015-12-30,2.6,-3.1,737,8,1501,4.33,,,,,4.9,7.8,250,2017,3.5,270,2019,1.4,1192,110,-2.5,44,1227,71.1,5.2,1021.5,1032.5,21,1026.9,1811,1029.3,9.8,6.2,1100,1.72,8.5,,,,,,4.3,3.4,1.5,-10.4,,,,,,,,,,,1.7,5.3,-{연무}-0250. {박무}0230-{박무}{강도0}0300-0330. {박무}2030-{박무}{강도0}2100-{박무}{강도1}2400- {비}1940-{비}{강도0}2100-{비}{강도0}2400-,
146,전주,2015-12-31,2.5,-.4,2400,5.7,1429,3.5,,,,,.4,5.9,320,1229,3.5,320,1236,1.2,1060,140,0,60,1425,84.9,6.2,1023.4,1034.2,2247,1027.2,107,1031.2,9.8,4.4,1300,1.45,7.35,,,,,,3.9,3.4,2.9,-7.2,,,,,,,,,,,3.2,,-{박무}-{박무}{강도1}0300-{박무}{강도1}0600-{시정(미만)}{1km}{낮은안개}0710-{시정(미만)}{0.5km}{낮은안개}0740-{낮은안개}{강도1}0900-{시정(이상)}{0.5km}{낮은안개}0920-{시정(이상)}{1km}{박무}1040-{박무}{강도0}1200-1250. {연무}1245-{연무}{강도0}1500-{연무}{강도0}1800-1847. {박무}1852-{박무}{강도0}2100-{박무}{강도0}2400-   -{비}-0050. {비}0130-0250. {비}0310-0430.,3.5
